beat_index,RR_prev(s),RR_next(s),QRS_duration(s),R_amp,QRS_max,QRS_min,record_id,RR_prev(s),RR_next(s),QRS_duration(s),R_amp,QRS_max,QRS_min
157,,,,,,,100_clean,0.8139,0.8472,0.1,0.85,0.85,0.85
158,,,,,,,100_clean,0.8472,0.825,0.1,0.96,0.96,0.96
159,,,,,,,100_clean,0.825,0.775,0.1,0.795,0.795,0.795
160,,,,,,,100_clean,0.775,0.7611,0.1,0.825,0.825,0.825
161,,,,,,,100_clean,0.7611,0.7806,0.1,0.94,0.94,0.94
162,,,,,,,100_clean,0.7806,0.7722,0.1,0.71,0.71,0.71
163,,,,,,,100_clean,0.7722,0.825,0.1,0.72,0.72,0.72
164,,,,,,,100_clean,0.825,0.8278,0.1,0.775,0.775,0.775
165,,,,,,,100_clean,0.8278,0.7972,0.1,0.895,0.895,0.895
166,,,,,,,100_clean,0.7972,0.7861,0.1,0.795,0.795,0.795
167,,,,,,,100_clean,0.7861,0.7889,0.1,0.735,0.735,0.735
168,,,,,,,100_clean,0.7889,0.7778,0.1,0.84,0.84,0.84
169,,,,,,,100_clean,0.7778,0.7611,0.1,0.92,0.92,0.92
170,,,,,,,100_clean,0.7611,0.7861,0.1,0.87,0.87,0.87
171,,,,,,,100_clean,0.7861,0.8194,0.1,0.875,0.875,0.875
172,,,,,,,100_clean,0.8194,0.8472,0.1,0.905,0.905,0.905
173,,,,,,,100_clean,0.8472,0.8083,0.1,0.91,0.91,0.91
174,,,,,,,100_clean,0.8083,0.7694,0.1,0.855,0.855,0.855
175,,,,,,,100_clean,0.7694,0.7778,0.1,0.815,0.815,0.815
176,,,,,,,100_clean,0.7778,0.7917,0.1,0.94,0.94,0.94
177,,,,,,,100_clean,0.7917,0.7861,0.1,0.9,0.9,0.9
178,,,,,,,100_clean,0.7861,0.7972,0.1,0.78,0.78,0.78
179,,,,,,,100_clean,0.7972,0.8194,0.1,0.815,0.815,0.815
180,,,,,,,100_clean,0.8194,0.8194,0.1,0.975,0.975,0.975
181,,,,,,,100_clean,0.8194,0.8056,0.1,0.9,0.9,0.9
182,,,,,,,100_clean,0.8056,0.7722,0.1,0.805,0.805,0.805
183,,,,,,,100_clean,0.7722,0.775,0.1,0.845,0.845,0.845
184,,,,,,,100_clean,0.775,0.7722,0.1,0.965,0.965,0.965
185,,,,,,,100_clean,0.7722,0.8056,0.1,0.86,0.86,0.86
186,,,,,,,100_clean,0.8056,0.8111,0.1,0.775,0.775,0.775
187,,,,,,,100_clean,0.8111,0.8222,0.1,0.885,0.885,0.885
188,,,,,,,100_clean,0.8222,0.8,0.1,0.915,0.915,0.915
189,,,,,,,100_clean,0.8,0.7694,0.1,0.81,0.81,0.81
190,,,,,,,100_clean,0.7694,0.7778,0.1,0.835,0.835,0.835
191,,,,,,,100_clean,0.7778,0.775,0.1,0.94,0.94,0.94
192,,,,,,,100_clean,0.775,0.7833,0.1,0.92,0.92,0.92
193,,,,,,,100_clean,0.7833,0.7861,0.1,0.87,0.87,0.87
194,,,,,,,100_clean,0.7861,0.8306,0.1,0.78,0.78,0.78
195,,,,,,,100_clean,0.8306,0.8194,0.1,0.85,0.85,0.85
196,,,,,,,100_clean,0.8194,0.7833,0.1,0.965,0.965,0.965
197,,,,,,,100_clean,0.7833,0.7528,0.1,0.895,0.895,0.895
198,,,,,,,100_clean,0.7528,0.7722,0.1,0.845,0.845,0.845
199,,,,,,,100_clean,0.7722,0.7833,0.1,0.975,0.975,0.975
200,,,,,,,100_clean,0.7833,0.7917,0.1,0.835,0.835,0.835
201,,,,,,,100_clean,0.7917,0.8111,0.1,0.86,0.86,0.86
202,,,,,,,100_clean,0.8111,0.8278,0.1,0.83,0.83,0.83
203,,,,,,,100_clean,0.8278,0.8278,0.1,0.94,0.94,0.94
204,,,,,,,100_clean,0.8278,0.8028,0.1,0.87,0.87,0.87
205,,,,,,,100_clean,0.8028,0.7694,0.1,0.795,0.795,0.795
206,,,,,,,100_clean,0.7694,0.7694,0.1,0.9,0.9,0.9
207,,,,,,,100_clean,0.7694,0.8,0.1,0.9,0.9,0.9
208,,,,,,,100_clean,0.8,0.8194,0.1,0.755,0.755,0.755
209,,,,,,,100_clean,0.8194,0.8361,0.1,0.825,0.825,0.825
210,,,,,,,100_clean,0.8361,0.8389,0.1,0.835,0.835,0.835
211,,,,,,,100_clean,0.8389,0.8,0.1,0.85,0.85,0.85
212,,,,,,,100_clean,0.8,0.7944,0.1,0.75,0.75,0.75
213,,,,,,,100_clean,0.7944,0.8028,0.1,0.745,0.745,0.745
214,,,,,,,100_clean,0.8028,0.7861,0.1,0.835,0.835,0.835
215,,,,,,,100_clean,0.7861,0.7889,0.1,0.91,0.91,0.91
216,,,,,,,100_clean,0.7889,0.8333,0.1,0.86,0.86,0.86
217,,,,,,,100_clean,0.8333,0.8472,0.1,0.885,0.885,0.885
218,,,,,,,100_clean,0.8472,0.8389,0.1,0.94,0.94,0.94
219,,,,,,,100_clean,0.8389,0.7889,0.1,0.96,0.96,0.96
220,,,,,,,100_clean,0.7889,0.7583,0.1,0.75,0.75,0.75
221,,,,,,,100_clean,0.7583,0.7972,0.1,0.805,0.805,0.805
222,,,,,,,100_clean,0.7972,0.8056,0.1,0.885,0.885,0.885
223,,,,,,,100_clean,0.8056,0.8139,0.1,0.77,0.77,0.77
224,,,,,,,100_clean,0.8139,0.8194,0.1,0.76,0.76,0.76
225,,,,,,,100_clean,0.8194,0.8278,0.1,0.92,0.92,0.92
226,,,,,,,100_clean,0.8278,0.8056,0.1,0.91,0.91,0.91
227,,,,,,,100_clean,0.8056,0.7944,0.1,0.815,0.815,0.815
228,,,,,,,100_clean,0.7944,0.7778,0.1,0.805,0.805,0.805
229,,,,,,,100_clean,0.7778,0.7694,0.1,0.95,0.95,0.95
230,,,,,,,100_clean,0.7694,0.825,0.1,0.875,0.875,0.875
231,,,,,,,100_clean,0.825,0.5222,0.1,0.78,0.78,0.78
232,,,,,,,100_clean,0.5222,0.9389,0.1,1.015,1.015,1.015
233,,,,,,,100_clean,0.9389,0.8444,0.1,0.88,0.88,0.88
234,,,,,,,100_clean,0.8444,0.8167,0.1,0.94,0.94,0.94
235,,,,,,,100_clean,0.8167,0.775,0.1,0.78,0.78,0.78
236,,,,,,,100_clean,0.775,0.8194,0.1,0.765,0.765,0.765
237,,,,,,,100_clean,0.8194,0.8111,0.1,0.955,0.955,0.955
238,,,,,,,100_clean,0.8111,0.8111,0.1,0.87,0.87,0.87
239,,,,,,,100_clean,0.8111,0.8472,0.1,0.86,0.86,0.86
240,,,,,,,100_clean,0.8472,0.8667,0.1,0.925,0.925,0.925
241,,,,,,,100_clean,0.8667,0.8139,0.1,0.97,0.97,0.97
242,,,,,,,100_clean,0.8139,0.7694,0.1,0.87,0.87,0.87
243,,,,,,,100_clean,0.7694,0.7889,0.1,0.835,0.835,0.835
244,,,,,,,100_clean,0.7889,0.7944,0.1,0.925,0.925,0.925
245,,,,,,,100_clean,0.7944,0.8278,0.1,0.95,0.95,0.95
246,,,,,,,100_clean,0.8278,0.8306,0.1,0.825,0.825,0.825
247,,,,,,,100_clean,0.8306,0.8306,0.1,0.82,0.82,0.82
248,,,,,,,100_clean,0.8306,0.85,0.1,0.875,0.875,0.875
249,,,,,,,100_clean,0.85,0.8139,0.1,0.885,0.885,0.885
250,,,,,,,100_clean,0.8139,0.775,0.1,0.825,0.825,0.825
251,,,,,,,100_clean,0.775,0.7944,0.1,0.875,0.875,0.875
252,,,,,,,100_clean,0.7944,0.8194,0.1,1.08,1.08,1.08
253,,,,,,,100_clean,0.8194,0.8417,0.1,0.915,0.915,0.915
254,,,,,,,100_clean,0.8417,0.8611,0.1,0.795,0.795,0.795
255,,,,,,,100_clean,0.8611,0.8333,0.1,0.765,0.765,0.765
256,,,,,,,100_clean,0.8333,0.7917,0.1,0.94,0.94,0.94
257,,,,,,,100_clean,0.7917,0.7972,0.1,0.92,0.92,0.92
258,,,,,,,100_clean,0.7972,0.7889,0.1,0.795,0.795,0.795
259,,,,,,,100_clean,0.7889,0.6083,0.1,0.88,0.88,0.88
260,,,,,,,100_clean,0.6083,0.9611,0.1,0.99,0.99,0.99
261,,,,,,,100_clean,0.9611,0.8333,0.1,0.84,0.84,0.84
262,,,,,,,100_clean,0.8333,0.8389,0.1,0.76,0.76,0.76
263,,,,,,,100_clean,0.8389,0.8306,0.1,0.815,0.815,0.815
264,,,,,,,100_clean,0.8306,0.7833,0.1,0.895,0.895,0.895
265,,,,,,,100_clean,0.7833,0.75,0.1,0.85,0.85,0.85
266,,,,,,,100_clean,0.75,0.8028,0.1,0.775,0.775,0.775
267,,,,,,,100_clean,0.8028,0.8111,0.1,0.92,0.92,0.92
268,,,,,,,100_clean,0.8111,0.825,0.1,0.89,0.89,0.89
269,,,,,,,100_clean,0.825,0.8083,0.1,0.745,0.745,0.745
270,,,,,,,100_clean,0.8083,0.825,0.1,0.805,0.805,0.805
271,,,,,,,100_clean,0.825,0.8,0.1,0.93,0.93,0.93
272,,,,,,,100_clean,0.8,0.7917,0.1,0.895,0.895,0.895
273,,,,,,,100_clean,0.7917,0.7667,0.1,0.87,0.87,0.87
274,,,,,,,100_clean,0.7667,0.7944,0.1,0.81,0.81,0.81
275,,,,,,,100_clean,0.7944,0.8417,0.1,0.885,0.885,0.885
276,,,,,,,100_clean,0.8417,0.8389,0.1,0.79,0.79,0.79
277,,,,,,,100_clean,0.8389,0.8306,0.1,0.67,0.67,0.67
278,,,,,,,100_clean,0.8306,0.8139,0.1,0.705,0.705,0.705
279,,,,,,,100_clean,0.8139,0.7917,0.1,0.895,0.895,0.895
280,,,,,,,100_clean,0.7917,0.7889,0.1,0.785,0.785,0.785
281,,,,,,,100_clean,0.7889,0.7972,0.1,0.865,0.865,0.865
282,,,,,,,100_clean,0.7972,0.8083,0.1,0.915,0.915,0.915
283,,,,,,,100_clean,0.8083,0.8333,0.1,0.865,0.865,0.865
284,,,,,,,100_clean,0.8333,0.8472,0.1,0.73,0.73,0.73
285,,,,,,,100_clean,0.8472,0.8361,0.1,0.865,0.865,0.865
286,,,,,,,100_clean,0.8361,0.8083,0.1,0.89,0.89,0.89
287,,,,,,,100_clean,0.8083,0.7833,0.1,0.89,0.89,0.89
288,,,,,,,100_clean,0.7833,0.7861,0.1,0.77,0.77,0.77
289,,,,,,,100_clean,0.7861,0.8389,0.1,0.82,0.82,0.82
290,,,,,,,100_clean,0.8389,0.8583,0.1,0.88,0.88,0.88
291,,,,,,,100_clean,0.8583,0.8444,0.1,0.81,0.81,0.81
292,,,,,,,100_clean,0.8444,0.8389,0.1,0.8,0.8,0.8
293,,,,,,,100_clean,0.8389,0.8361,0.1,0.865,0.865,0.865
294,,,,,,,100_clean,0.8361,0.8139,0.1,0.915,0.915,0.915
295,,,,,,,100_clean,0.8139,0.7694,0.1,0.785,0.785,0.785
296,,,,,,,100_clean,0.7694,0.8056,0.1,0.815,0.815,0.815
297,,,,,,,100_clean,0.8056,0.8361,0.1,0.88,0.88,0.88
298,,,,,,,100_clean,0.8361,0.8528,0.1,0.835,0.835,0.835
299,,,,,,,100_clean,0.8528,0.8389,0.1,0.795,0.795,0.795
300,,,,,,,100_clean,0.8389,0.8306,0.1,0.93,0.93,0.93
301,,,,,,,100_clean,0.8306,0.7917,0.1,1.14,1.14,1.14
302,,,,,,,100_clean,0.7917,0.8,0.1,0.83,0.83,0.83
303,,,,,,,100_clean,0.8,0.8028,0.1,0.825,0.825,0.825
304,,,,,,,100_clean,0.8028,0.8083,0.1,0.925,0.925,0.925
305,,,,,,,100_clean,0.8083,0.8278,0.1,0.875,0.875,0.875
306,,,,,,,100_clean,0.8278,0.8444,0.1,0.775,0.775,0.775
307,,,,,,,100_clean,0.8444,0.8361,0.1,0.89,0.89,0.89
308,,,,,,,100_clean,0.8361,0.7944,0.1,0.89,0.89,0.89
309,,,,,,,100_clean,0.7944,0.7833,0.1,0.855,0.855,0.855
310,,,,,,,100_clean,0.7833,0.7917,0.1,0.88,0.88,0.88
311,,,,,,,100_clean,0.7917,0.8278,0.1,1.015,1.015,1.015
312,,,,,,,100_clean,0.8278,0.8444,0.1,0.955,0.955,0.955
313,,,,,,,100_clean,0.8444,0.8194,0.1,0.875,0.875,0.875
314,,,,,,,100_clean,0.8194,0.8472,0.1,0.935,0.935,0.935
315,,,,,,,100_clean,0.8472,0.8083,0.1,0.99,0.99,0.99
316,,,,,,,100_clean,0.8083,0.7778,0.1,0.84,0.84,0.84
317,,,,,,,100_clean,0.7778,0.7917,0.1,0.86,0.86,0.86
318,,,,,,,100_clean,0.7917,0.8111,0.1,1.055,1.055,1.055
319,,,,,,,100_clean,0.8111,0.8194,0.1,1.015,1.015,1.015
320,,,,,,,100_clean,0.8194,0.8639,0.1,0.94,0.94,0.94
321,,,,,,,100_clean,0.8639,0.8389,0.1,0.825,0.825,0.825
322,,,,,,,100_clean,0.8389,0.8,0.1,0.975,0.975,0.975
323,,,,,,,100_clean,0.8,0.8056,0.1,0.965,0.965,0.965
324,,,,,,,100_clean,0.8056,0.7722,0.1,0.835,0.835,0.835
325,,,,,,,100_clean,0.7722,0.8139,0.1,0.87,0.87,0.87
326,,,,,,,100_clean,0.8139,0.8278,0.1,1.185,1.185,1.185
327,,,,,,,100_clean,0.8278,0.8417,0.1,0.98,0.98,0.98
328,,,,,,,100_clean,0.8417,0.8389,0.1,0.95,0.95,0.95
329,,,,,,,100_clean,0.8389,0.8556,0.1,0.795,0.795,0.795
330,,,,,,,100_clean,0.8556,0.7972,0.1,0.93,0.93,0.93
331,,,,,,,100_clean,0.7972,0.7722,0.1,0.895,0.895,0.895
332,,,,,,,100_clean,0.7722,0.775,0.1,0.83,0.83,0.83
333,,,,,,,100_clean,0.775,0.8222,0.1,0.86,0.86,0.86
334,,,,,,,100_clean,0.8222,0.8444,0.1,0.975,0.975,0.975
335,,,,,,,100_clean,0.8444,0.8278,0.1,0.87,0.87,0.87
336,,,,,,,100_clean,0.8278,0.8222,0.1,0.82,0.82,0.82
337,,,,,,,100_clean,0.8222,0.8111,0.1,0.83,0.83,0.83
338,,,,,,,100_clean,0.8111,0.8111,0.1,0.91,0.91,0.91
339,,,,,,,100_clean,0.8111,0.7778,0.1,0.87,0.87,0.87
340,,,,,,,100_clean,0.7778,0.7806,0.1,0.825,0.825,0.825
341,,,,,,,100_clean,0.7806,0.8194,0.1,0.91,0.91,0.91
342,,,,,,,100_clean,0.8194,0.8278,0.1,0.995,0.995,0.995
343,,,,,,,100_clean,0.8278,0.5472,0.1,0.785,0.785,0.785
344,,,,,,,100_clean,0.5472,0.975,0.1,0.83,0.83,0.83
345,,,,,,,100_clean,0.975,0.8,0.1,0.85,0.85,0.85
346,,,,,,,100_clean,0.8,0.7722,0.1,0.945,0.945,0.945
347,,,,,,,100_clean,0.7722,0.7917,0.1,0.845,0.845,0.845
348,,,,,,,100_clean,0.7917,0.8056,0.1,0.825,0.825,0.825
349,,,,,,,100_clean,0.8056,0.8056,0.1,0.935,0.935,0.935
350,,,,,,,100_clean,0.8056,0.8111,0.1,0.955,0.955,0.955
351,,,,,,,100_clean,0.8111,0.8,0.1,0.72,0.72,0.72
352,,,,,,,100_clean,0.8,0.8139,0.1,0.82,0.82,0.82
353,,,,,,,100_clean,0.8139,0.7833,0.1,0.925,0.925,0.925
354,,,,,,,100_clean,0.7833,0.7694,0.1,0.835,0.835,0.835
355,,,,,,,100_clean,0.7694,0.7806,0.1,0.855,0.855,0.855
356,,,,,,,100_clean,0.7806,0.825,0.1,0.95,0.95,0.95
357,,,,,,,100_clean,0.825,0.8278,0.1,0.86,0.86,0.86
358,,,,,,,100_clean,0.8278,0.8194,0.1,0.825,0.825,0.825
359,,,,,,,100_clean,0.8194,0.825,0.1,0.96,0.96,0.96
360,,,,,,,100_clean,0.825,0.7889,0.1,1.015,1.015,1.015
361,,,,,,,100_clean,0.7889,0.7917,0.1,0.94,0.94,0.94
362,,,,,,,100_clean,0.7917,0.8,0.1,0.795,0.795,0.795
363,,,,,,,100_clean,0.8,0.8028,0.1,0.88,0.88,0.88
364,,,,,,,100_clean,0.8028,0.8333,0.1,0.91,0.91,0.91
365,,,,,,,100_clean,0.8333,0.8556,0.1,0.825,0.825,0.825
366,,,,,,,100_clean,0.8556,0.8306,0.1,0.88,0.88,0.88
367,,,,,,,100_clean,0.8306,0.7944,0.1,1.055,1.055,1.055
368,,,,,,,100_clean,0.7944,0.7833,0.1,0.82,0.82,0.82
369,,,,,,,100_clean,0.7833,0.7694,0.1,0.605,0.605,0.605
370,,,,,,,100_clean,0.7694,0.8167,0.1,0.655,0.655,0.655
371,,,,,,,100_clean,0.8167,0.825,0.1,1.125,1.125,1.125
372,,,,,,,100_clean,0.825,0.8194,0.1,0.89,0.89,0.89
373,,,,,,,100_clean,0.8194,0.825,0.1,0.795,0.795,0.795
374,,,,,,,100_clean,0.825,0.8361,0.1,1.005,1.005,1.005
375,,,,,,,100_clean,0.8361,0.7861,0.1,0.985,0.985,0.985
376,,,,,,,100_clean,0.7861,0.7583,0.1,0.9,0.9,0.9
377,,,,,,,100_clean,0.7583,0.7972,0.1,0.89,0.89,0.89
378,,,,,,,100_clean,0.7972,0.7944,0.1,1.005,1.005,1.005
379,,,,,,,100_clean,0.7944,0.8444,0.1,1.035,1.035,1.035
380,,,,,,,100_clean,0.8444,0.8278,0.1,0.845,0.845,0.845
381,,,,,,,100_clean,0.8278,0.8306,0.1,0.93,0.93,0.93
382,,,,,,,100_clean,0.8306,0.8056,0.1,1.03,1.03,1.03
383,,,,,,,100_clean,0.8056,0.7806,0.1,0.89,0.89,0.89
384,,,,,,,100_clean,0.7806,0.7778,0.1,0.865,0.865,0.865
385,,,,,,,100_clean,0.7778,0.7944,0.1,0.975,0.975,0.975
386,,,,,,,100_clean,0.7944,0.8278,0.1,1.0,1.0,1.0
387,,,,,,,100_clean,0.8278,0.825,0.1,0.925,0.925,0.925
388,,,,,,,100_clean,0.825,0.8472,0.1,0.925,0.925,0.925
389,,,,,,,100_clean,0.8472,0.8056,0.1,0.98,0.98,0.98
390,,,,,,,100_clean,0.8056,0.7806,0.1,0.89,0.89,0.89
391,,,,,,,100_clean,0.7806,0.7806,0.1,0.88,0.88,0.88
392,,,,,,,100_clean,0.7806,0.8,0.1,0.9,0.9,0.9
393,,,,,,,100_clean,0.8,0.8111,0.1,1.06,1.06,1.06
394,,,,,,,100_clean,0.8111,0.7944,0.1,1.3,1.3,1.3
395,,,,,,,100_clean,0.7944,0.8,0.1,0.985,0.985,0.985
396,,,,,,,100_clean,0.8,0.7889,0.1,0.87,0.87,0.87
397,,,,,,,100_clean,0.7889,0.7778,0.1,0.825,0.825,0.825
398,,,,,,,100_clean,0.7778,0.7417,0.1,0.84,0.84,0.84
399,,,,,,,100_clean,0.7417,0.7444,0.1,0.905,0.905,0.905
400,,,,,,,100_clean,0.7444,0.7472,0.1,0.95,0.95,0.95
401,,,,,,,100_clean,0.7472,0.7917,0.1,0.945,0.945,0.945
402,,,,,,,100_clean,0.7917,0.7917,0.1,0.955,0.955,0.955
403,,,,,,,100_clean,0.7917,0.7917,0.1,0.89,0.89,0.89
404,,,,,,,100_clean,0.7917,0.7611,0.1,0.83,0.83,0.83
405,,,,,,,100_clean,0.7611,0.7806,0.1,0.815,0.815,0.815
406,,,,,,,100_clean,0.7806,0.7556,0.1,0.865,0.865,0.865
407,,,,,,,100_clean,0.7556,0.7722,0.1,0.87,0.87,0.87
408,,,,,,,100_clean,0.7722,0.775,0.1,0.85,0.85,0.85
409,,,,,,,100_clean,0.775,0.7889,0.1,0.875,0.875,0.875
410,,,,,,,100_clean,0.7889,0.8444,0.1,0.82,0.82,0.82
411,,,,,,,100_clean,0.8444,0.8444,0.1,0.69,0.69,0.69
412,,,,,,,100_clean,0.8444,0.8167,0.1,0.63,0.63,0.63
413,,,,,,,100_clean,0.8167,0.7833,0.1,0.715,0.715,0.715
414,,,,,,,100_clean,0.7833,0.7944,0.1,0.725,0.725,0.725
415,,,,,,,100_clean,0.7944,0.8306,0.1,0.795,0.795,0.795
416,,,,,,,100_clean,0.8306,0.8333,0.1,0.845,0.845,0.845
417,,,,,,,100_clean,0.8333,0.8722,0.1,0.88,0.88,0.88
418,,,,,,,100_clean,0.8722,0.8611,0.1,0.705,0.705,0.705
419,,,,,,,100_clean,0.8611,0.8444,0.1,0.73,0.73,0.73
420,,,,,,,100_clean,0.8444,0.7917,0.1,0.805,0.805,0.805
421,,,,,,,100_clean,0.7917,0.7806,0.1,0.81,0.81,0.81
422,,,,,,,100_clean,0.7806,0.8056,0.1,0.89,0.89,0.89
423,,,,,,,100_clean,0.8056,0.8056,0.1,0.76,0.76,0.76
424,,,,,,,100_clean,0.8056,0.8333,0.1,0.84,0.84,0.84
425,,,,,,,100_clean,0.8333,0.8611,0.1,0.765,0.765,0.765
426,,,,,,,100_clean,0.8611,0.8444,0.1,0.795,0.795,0.795
427,,,,,,,100_clean,0.8444,0.7556,0.1,0.8,0.8,0.8
428,,,,,,,100_clean,0.7556,0.7917,0.1,0.8,0.8,0.8
429,,,,,,,100_clean,0.7917,0.7944,0.1,0.805,0.805,0.805
430,,,,,,,100_clean,0.7944,0.7444,0.1,0.775,0.775,0.775
431,,,,,,,100_clean,0.7444,0.7917,0.1,0.79,0.79,0.79
432,,,,,,,100_clean,0.7917,0.8194,0.1,0.82,0.82,0.82
433,,,,,,,100_clean,0.8194,0.8139,0.1,0.765,0.765,0.765
434,,,,,,,100_clean,0.8139,0.7722,0.1,0.785,0.785,0.785
435,,,,,,,100_clean,0.7722,0.7694,0.1,0.845,0.845,0.845
436,,,,,,,100_clean,0.7694,0.7583,0.1,0.78,0.78,0.78
437,,,,,,,100_clean,0.7583,0.75,0.1,0.8,0.8,0.8
438,,,,,,,100_clean,0.75,0.775,0.1,0.805,0.805,0.805
439,,,,,,,100_clean,0.775,0.8,0.1,0.755,0.755,0.755
440,,,,,,,100_clean,0.8,0.8056,0.1,0.765,0.765,0.765
441,,,,,,,100_clean,0.8056,0.8028,0.1,0.85,0.85,0.85
442,,,,,,,100_clean,0.8028,0.5361,0.1,0.91,0.91,0.91
443,,,,,,,100_clean,0.5361,0.9389,0.1,0.95,0.95,0.95
444,,,,,,,100_clean,0.9389,0.7639,0.1,0.89,0.89,0.89
445,,,,,,,100_clean,0.7639,0.7222,0.1,0.8,0.8,0.8
446,,,,,,,100_clean,0.7222,0.7556,0.1,0.995,0.995,0.995
447,,,,,,,100_clean,0.7556,0.8028,0.1,0.905,0.905,0.905
448,,,,,,,100_clean,0.8028,0.775,0.1,0.9,0.9,0.9
449,,,,,,,100_clean,0.775,0.7194,0.1,0.955,0.955,0.955
450,,,,,,,100_clean,0.7194,0.725,0.1,0.95,0.95,0.95
451,,,,,,,100_clean,0.725,0.6944,0.1,0.935,0.935,0.935
452,,,,,,,100_clean,0.6944,0.6944,0.1,0.975,0.975,0.975
453,,,,,,,100_clean,0.6944,0.7083,0.1,0.785,0.785,0.785
454,,,,,,,100_clean,0.7083,0.7028,0.1,0.81,0.81,0.81
455,,,,,,,100_clean,0.7028,0.7167,0.1,0.875,0.875,0.875
456,,,,,,,100_clean,0.7167,0.7417,0.1,0.815,0.815,0.815
457,,,,,,,100_clean,0.7417,0.7528,0.1,1.08,1.08,1.08
458,,,,,,,100_clean,0.7528,0.7194,0.1,0.95,0.95,0.95
459,,,,,,,100_clean,0.7194,0.6889,0.1,0.93,0.93,0.93
460,,,,,,,100_clean,0.6889,0.7056,0.1,0.83,0.83,0.83
461,,,,,,,100_clean,0.7056,0.6917,0.1,0.89,0.89,0.89
462,,,,,,,100_clean,0.6917,0.7167,0.1,0.85,0.85,0.85
463,,,,,,,100_clean,0.7167,0.7556,0.1,0.72,0.72,0.72
464,,,,,,,100_clean,0.7556,0.7528,0.1,0.75,0.75,0.75
465,,,,,,,100_clean,0.7528,0.7333,0.1,0.885,0.885,0.885
466,,,,,,,100_clean,0.7333,0.7389,0.1,0.865,0.865,0.865
467,,,,,,,100_clean,0.7389,0.7611,0.1,0.76,0.76,0.76
468,,,,,,,100_clean,0.7611,0.7028,0.1,0.79,0.79,0.79
469,,,,,,,100_clean,0.7028,0.7028,0.1,0.925,0.925,0.925
470,,,,,,,100_clean,0.7028,0.725,0.1,0.835,0.835,0.835
471,,,,,,,100_clean,0.725,0.7667,0.1,0.83,0.83,0.83
472,,,,,,,100_clean,0.7667,0.7806,0.1,0.855,0.855,0.855
473,,,,,,,100_clean,0.7806,0.8028,0.1,0.915,0.915,0.915
474,,,,,,,100_clean,0.8028,0.7778,0.1,0.79,0.79,0.79
475,,,,,,,100_clean,0.7778,0.7472,0.1,0.96,0.96,0.96
476,,,,,,,100_clean,0.7472,0.7528,0.1,0.895,0.895,0.895
477,,,,,,,100_clean,0.7528,0.775,0.1,0.765,0.765,0.765
478,,,,,,,100_clean,0.775,0.7778,0.1,0.775,0.775,0.775
479,,,,,,,100_clean,0.7778,0.775,0.1,0.87,0.87,0.87
480,,,,,,,100_clean,0.775,0.8222,0.1,0.875,0.875,0.875
481,,,,,,,100_clean,0.8222,0.8167,0.1,0.795,0.795,0.795
482,,,,,,,100_clean,0.8167,0.8056,0.1,0.875,0.875,0.875
483,,,,,,,100_clean,0.8056,0.7667,0.1,0.78,0.78,0.78
484,,,,,,,100_clean,0.7667,0.7667,0.1,0.78,0.78,0.78
485,,,,,,,100_clean,0.7667,0.775,0.1,0.81,0.81,0.81
486,,,,,,,100_clean,0.775,0.8056,0.1,0.85,0.85,0.85
487,,,,,,,100_clean,0.8056,0.8139,0.1,0.755,0.755,0.755
488,,,,,,,100_clean,0.8139,0.825,0.1,0.975,0.975,0.975
489,,,,,,,100_clean,0.825,0.7833,0.1,0.825,0.825,0.825
490,,,,,,,100_clean,0.7833,0.7528,0.1,0.81,0.81,0.81
491,,,,,,,100_clean,0.7528,0.7528,0.1,0.755,0.755,0.755
492,,,,,,,100_clean,0.7528,0.725,0.1,0.795,0.795,0.795
493,,,,,,,100_clean,0.725,0.7194,0.1,0.92,0.92,0.92
494,,,,,,,100_clean,0.7194,0.7333,0.1,0.785,0.785,0.785
495,,,,,,,100_clean,0.7333,0.7556,0.1,0.96,0.96,0.96
496,,,,,,,100_clean,0.7556,0.7444,0.1,0.895,0.895,0.895
497,,,,,,,100_clean,0.7444,0.7306,0.1,0.695,0.695,0.695
498,,,,,,,100_clean,0.7306,0.7083,0.1,0.665,0.665,0.665
499,,,,,,,100_clean,0.7083,0.6944,0.1,0.695,0.695,0.695
500,,,,,,,100_clean,0.6944,0.6972,0.1,0.785,0.785,0.785
501,,,,,,,100_clean,0.6972,0.7194,0.1,0.795,0.795,0.795
502,,,,,,,100_clean,0.7194,0.725,0.1,0.75,0.75,0.75
503,,,,,,,100_clean,0.725,0.7528,0.1,0.825,0.825,0.825
504,,,,,,,100_clean,0.7528,0.7639,0.1,0.8,0.8,0.8
505,,,,,,,100_clean,0.7639,0.775,0.1,0.855,0.855,0.855
506,,,,,,,100_clean,0.775,0.75,0.1,0.765,0.765,0.765
507,,,,,,,100_clean,0.75,0.7389,0.1,0.79,0.79,0.79
508,,,,,,,100_clean,0.7389,0.7083,0.1,0.86,0.86,0.86
509,,,,,,,100_clean,0.7083,0.7444,0.1,0.765,0.765,0.765
510,,,,,,,100_clean,0.7444,0.7639,0.1,0.88,0.88,0.88
511,,,,,,,100_clean,0.7639,0.8111,0.1,0.86,0.86,0.86
512,,,,,,,100_clean,0.8111,0.7667,0.1,0.925,0.925,0.925
513,,,,,,,100_clean,0.7667,0.7694,0.1,0.905,0.905,0.905
514,,,,,,,100_clean,0.7694,0.7639,0.1,0.96,0.96,0.96
