beat_index,RR_prev(s),RR_next(s),Heart_Rate(bpm),QRS_duration(s),R_amp,QRS_max,QRS_min
826,0.7333,0.7472,81.8182,0.1,0.865,0.865,-0.555
827,0.7472,0.7639,80.2974,0.1,0.85,0.885,-0.515
828,0.7639,0.8056,78.5455,0.1,0.82,0.82,-0.58
829,0.8056,0.8278,74.4828,0.1,0.81,0.835,-0.58
830,0.8278,0.7806,72.4832,0.1,0.865,0.865,-0.57
831,0.7806,0.7778,76.8683,0.1,0.855,0.855,-0.545
832,0.7778,0.7833,77.1429,0.1,0.715,0.75,-0.66
833,0.7833,0.7611,76.5957,0.1,0.78,0.78,-0.66
834,0.7611,0.7306,78.8321,0.1,0.905,0.975,-0.565
835,0.7306,0.7722,82.1293,0.1,0.815,0.865,-0.535
836,0.7722,0.8056,77.6978,0.1,0.8,0.8,-0.57
837,0.8056,0.8,74.4828,0.1,0.795,0.82,-0.58
838,0.8,0.7972,75.0,0.1,0.89,0.935,-0.505
839,0.7972,0.7583,75.2613,0.1,0.81,0.84,-0.54
840,0.7583,0.7417,79.1209,0.1,0.785,0.815,-0.555
841,0.7417,0.7611,80.8989,0.1,1.01,1.01,-0.54
842,0.7611,0.7583,78.8321,0.1,0.915,0.915,-0.515
843,0.7583,0.7667,79.1209,0.1,0.885,0.925,-0.51
844,0.7667,0.7889,78.2609,0.1,0.81,0.84,-0.58
845,0.7889,0.775,76.0563,0.1,0.965,1.055,-0.53
846,0.775,0.75,77.4194,0.1,1.25,1.31,-0.435
847,0.75,0.7639,80.0,0.1,0.985,1.06,-0.545
848,0.7639,0.7444,78.5455,0.1,0.865,0.865,-0.55
849,0.7444,0.7111,80.597,0.1,1.05,1.115,-0.485
850,0.7111,0.7028,84.375,0.1,1.01,1.02,-0.45
851,0.7028,0.75,85.3755,0.1,0.92,0.96,-0.465
852,0.75,0.7417,80.0,0.1,1.005,1.06,-0.495
853,0.7417,0.7194,80.8989,0.1,1.085,1.12,-0.495
854,0.7194,0.7194,83.3977,0.1,0.975,0.98,-0.475
855,0.7194,0.7194,83.3977,0.1,0.84,0.88,-0.54
856,0.7194,0.6861,83.3977,0.1,1.015,1.015,-0.535
857,0.6861,0.7028,87.4494,0.1,1.035,1.08,-0.52
858,0.7028,0.7111,85.3755,0.1,0.915,0.915,-0.505
859,0.7111,0.7083,84.375,0.1,0.85,0.875,-0.6
860,0.7083,0.7361,84.7059,0.1,1.0,1.0,-0.555
861,0.7361,0.7861,81.5094,0.1,0.99,0.995,-0.475
862,0.7861,0.75,76.3251,0.1,0.81,0.88,-0.615
863,0.75,0.7444,80.0,0.1,0.99,1.03,-0.555
864,0.7444,0.7083,80.597,0.1,1.1,1.1,-0.51
865,0.7083,0.7278,84.7059,0.1,1.04,1.1,-0.515
866,0.7278,0.7472,82.4427,0.1,1.045,1.1,-0.51
867,0.7472,0.7667,80.2974,0.1,0.94,0.975,-0.555
868,0.7667,0.7611,78.2609,0.1,1.155,1.18,-0.505
869,0.7611,0.7972,78.8321,0.1,1.045,1.11,-0.55
870,0.7972,0.8194,75.2613,0.1,0.97,0.97,-0.545
871,0.8194,0.8,73.2203,0.1,0.87,0.905,-0.545
872,0.8,0.7389,75.0,0.1,1.07,1.07,-0.48
873,0.7389,0.7444,81.203,0.1,1.035,1.1,-0.51
874,0.7444,0.7583,80.597,0.1,0.945,0.945,-0.55
875,0.7583,0.7639,79.1209,0.1,0.875,0.875,-0.59
876,0.7639,0.7861,78.5455,0.1,0.91,0.975,-0.565
877,0.7861,0.7944,76.3251,0.1,0.985,0.985,-0.575
878,0.7944,0.8111,75.5245,0.1,0.81,0.85,-0.61
879,0.8111,0.7778,73.9726,0.1,0.835,0.835,-0.6
880,0.7778,0.7639,77.1429,0.1,1.14,1.14,-0.565
881,0.7639,0.7583,78.5455,0.1,0.89,0.92,-0.575
882,0.7583,0.7833,79.1209,0.1,0.77,0.77,-0.6
883,0.7833,0.7917,76.5957,0.1,0.74,0.78,-0.66
884,0.7917,0.7917,75.7895,0.1,0.895,0.895,-0.605
885,0.7917,0.8333,75.7895,0.1,0.955,0.955,-0.625
886,0.8333,0.8389,72.0,0.1,0.74,0.78,-0.625
887,0.8389,0.7806,71.5232,0.1,0.815,0.815,-0.65
888,0.7806,0.7472,76.8683,0.1,0.885,0.935,-0.6
889,0.7472,0.7889,80.2974,0.1,0.83,0.95,-0.58
890,0.7889,0.8083,76.0563,0.1,0.82,0.82,-0.61
891,0.8083,0.8306,74.2268,0.1,0.795,0.82,-0.615
892,0.8306,0.7889,72.2408,0.1,0.835,0.915,-0.59
893,0.7889,0.8083,76.0563,0.1,0.915,0.915,-0.6
894,0.8083,0.825,74.2268,0.1,0.93,0.935,-0.58
895,0.825,0.7917,72.7273,0.1,0.895,0.895,-0.56
896,0.7917,0.7472,75.7895,0.1,0.965,0.99,-0.53
897,0.7472,0.7556,80.2974,0.1,1.0,1.0,-0.55
898,0.7556,0.8417,79.4118,0.1,0.965,0.97,-0.535
899,0.8417,0.85,71.2871,0.1,0.88,0.88,-0.54
900,0.85,0.775,70.5882,0.1,0.93,0.98,-0.545
901,0.775,0.7861,77.4194,0.1,0.985,1.055,-0.585
902,0.7861,0.7917,76.3251,0.1,0.945,0.945,-0.58
903,0.7917,0.8028,75.7895,0.1,0.955,0.955,-0.58
904,0.8028,0.7444,74.7405,0.1,0.895,0.895,-0.575
905,0.7444,0.7694,80.597,0.1,0.94,1.02,-0.57
906,0.7694,0.8,77.9783,0.1,0.87,0.875,-0.635
907,0.8,0.825,75.0,0.1,0.79,0.87,-0.645
908,0.825,0.7833,72.7273,0.1,0.935,1.01,-0.565
909,0.7833,0.7528,76.5957,0.1,0.89,0.955,-0.51
910,0.7528,0.7111,79.7048,0.1,0.84,0.84,-0.515
911,0.7111,0.7222,84.375,0.1,1.0,1.0,-0.585
912,0.7222,0.7,83.0769,0.1,1.005,1.005,-0.52
913,0.7,0.7194,85.7143,0.1,0.945,0.955,-0.51
914,0.7194,0.7444,83.3977,0.1,0.815,0.855,-0.535
915,0.7444,0.7639,80.597,0.1,1.015,1.015,-0.63
916,0.7639,0.725,78.5455,0.1,0.97,0.97,-0.6
917,0.725,0.75,82.7586,0.1,0.915,0.915,-0.545
918,0.75,0.7361,80.0,0.1,0.85,0.9,-0.53
919,0.7361,0.7167,81.5094,0.1,0.88,0.94,-0.59
920,0.7167,0.6972,83.7209,0.1,1.07,1.07,-0.595
921,0.6972,0.7417,86.0558,0.1,0.95,0.955,-0.545
922,0.7417,0.7778,80.8989,0.1,0.95,0.965,-0.575
923,0.7778,0.7917,77.1429,0.1,0.89,0.965,-0.575
924,0.7917,0.7583,75.7895,0.1,1.04,1.095,-0.5
925,0.7583,0.7722,79.1209,0.1,1.05,1.07,-0.49
926,0.7722,0.7583,77.6978,0.1,1.0,1.0,-0.525
927,0.7583,0.7639,79.1209,0.1,0.99,0.99,-0.57
928,0.7639,0.7583,78.5455,0.1,1.05,1.05,-0.525
929,0.7583,0.7583,79.1209,0.1,0.945,0.945,-0.52
930,0.7583,0.8,79.1209,0.1,0.82,0.825,-0.585
931,0.8,0.8083,75.0,0.1,0.875,0.875,-0.655
932,0.8083,0.8056,74.2268,0.1,1.02,1.02,-0.58
933,0.8056,0.7944,74.4828,0.1,0.94,0.94,-0.53
934,0.7944,0.7833,75.5245,0.1,0.865,0.87,-0.535
935,0.7833,0.7583,76.5957,0.1,0.91,0.91,-0.625
936,0.7583,0.8056,79.1209,0.1,1.04,1.08,-0.535
937,0.8056,0.8111,74.4828,0.1,0.855,0.855,-0.59
938,0.8111,0.825,73.9726,0.1,0.81,0.81,-0.585
939,0.825,0.8222,72.7273,0.1,0.86,0.945,-0.58
940,0.8222,0.8083,72.973,0.1,0.995,0.995,-0.535
941,0.8083,0.8056,74.2268,0.1,0.92,0.92,-0.495
942,0.8056,0.7972,74.4828,0.1,0.815,0.855,-0.53
943,0.7972,0.7889,75.2613,0.1,0.95,0.95,-0.525
944,0.7889,0.7667,76.0563,0.1,0.975,0.975,-0.55
945,0.7667,0.8444,78.2609,0.1,0.83,0.875,-0.525
946,0.8444,0.8306,71.0526,0.1,0.865,0.865,-0.56
947,0.8306,0.7833,72.2408,0.1,0.89,0.945,-0.565
948,0.7833,0.7889,76.5957,0.1,0.94,0.94,-0.525
949,0.7889,0.775,76.0563,0.1,0.85,0.88,-0.57
950,0.775,0.775,77.4194,0.1,0.865,0.865,-0.565
951,0.775,0.7833,77.4194,0.1,0.92,0.92,-0.545
952,0.7833,0.7917,76.5957,0.1,1.02,1.02,-0.505
953,0.7917,0.8083,75.7895,0.1,0.835,0.89,-0.5
954,0.8083,0.825,74.2268,0.1,1.02,1.055,-0.47
955,0.825,0.8139,72.7273,0.1,0.85,0.85,-0.5
956,0.8139,0.7528,73.7201,0.1,0.795,0.8,-0.595
957,0.7528,0.7583,79.7048,0.1,0.89,0.915,-0.525
958,0.7583,0.7667,79.1209,0.1,0.88,0.895,-0.505
959,0.7667,0.7944,78.2609,0.1,0.84,0.84,-0.555
960,0.7944,0.8222,75.5245,0.1,0.855,0.855,-0.595
961,0.8222,0.8111,72.973,0.1,0.96,1.04,-0.535
962,0.8111,0.8028,73.9726,0.1,0.905,0.925,-0.57
963,0.8028,0.85,74.7405,0.1,0.83,0.83,-0.575
964,0.85,0.7889,70.5882,0.1,0.87,0.87,-0.63
965,0.7889,0.7528,76.0563,0.1,0.93,0.93,-0.57
966,0.7528,0.7806,79.7048,0.1,0.96,0.96,-0.555
967,0.7806,0.8111,76.8683,0.1,0.91,0.91,-0.545
968,0.8111,0.825,73.9726,0.1,0.925,0.925,-0.52
969,0.825,0.8222,72.7273,0.1,0.99,0.99,-0.535
970,0.8222,0.8111,72.973,0.1,0.915,0.96,-0.535
971,0.8111,0.775,73.9726,0.1,0.885,0.9,-0.58
972,0.775,0.7556,77.4194,0.1,0.91,0.945,-0.605
973,0.7556,0.7444,79.4118,0.1,1.05,1.05,-0.55
974,0.7444,0.7722,80.597,0.1,0.985,1.015,-0.525
975,0.7722,0.7944,77.6978,0.1,0.905,0.905,-0.615
976,0.7944,0.7806,75.5245,0.1,0.935,0.97,-0.52
977,0.7806,0.8,76.8683,0.1,1.1,1.1,-0.48
978,0.8,0.8278,75.0,0.1,1.02,1.075,-0.585
979,0.8278,0.7944,72.4832,0.1,0.86,0.895,-0.63
980,0.7944,0.725,75.5245,0.1,1.02,1.035,-0.57
981,0.725,0.7611,82.7586,0.1,1.08,1.08,-0.565
982,0.7611,0.8,78.8321,0.1,1.11,1.11,-0.555
983,0.8,0.8528,75.0,0.1,0.915,0.96,-0.56
984,0.8528,0.8222,70.3583,0.1,0.905,0.905,-0.605
985,0.8222,0.7889,72.973,0.1,1.19,1.19,-0.54
986,0.7889,0.7889,76.0563,0.1,1.095,1.135,-0.54
987,0.7889,0.5389,76.0563,0.1,1.005,1.005,-0.575
988,0.5389,0.95,111.3402,0.1,0.905,0.905,-0.55
989,0.95,0.8083,63.1579,0.1,1.105,1.105,-0.48
990,0.8083,0.8389,74.2268,0.1,1.23,1.23,-0.5
991,0.8389,0.8417,71.5232,0.1,0.975,0.975,-0.515
992,0.8417,0.8222,71.2871,0.1,0.89,0.925,-0.56
993,0.8222,0.8111,72.973,0.1,1.06,1.06,-0.555
994,0.8111,0.7778,73.9726,0.1,1.185,1.185,-0.5
995,0.7778,0.7583,77.1429,0.1,1.07,1.07,-0.51
996,0.7583,0.7694,79.1209,0.1,0.995,0.995,-0.505
997,0.7694,0.7806,77.9783,0.1,0.96,1.085,-0.515
998,0.7806,0.8,76.8683,0.1,1.18,1.235,-0.485
999,0.8,0.8194,75.0,0.1,1.08,1.145,-0.545
1000,0.8194,0.8139,73.2203,0.1,1.055,1.065,-0.49
1001,0.8139,0.7861,73.7201,0.1,0.995,0.995,-0.54
1002,0.7861,0.7556,76.3251,0.1,1.135,1.135,-0.5
1003,0.7556,0.7556,79.4118,0.1,1.21,1.21,-0.505
1004,0.7556,0.7639,79.4118,0.1,1.045,1.085,-0.5
1005,0.7639,0.7972,78.5455,0.1,0.94,0.98,-0.56
1006,0.7972,0.8194,75.2613,0.1,1.025,1.025,-0.58
1007,0.8194,0.8056,73.2203,0.1,1.16,1.16,-0.505
1008,0.8056,0.8056,74.4828,0.1,1.15,1.15,-0.495
1009,0.8056,0.7861,74.4828,0.1,1.11,1.11,-0.48
1010,0.7861,0.7611,76.3251,0.1,1.0,1.0,-0.52
1011,0.7611,0.7667,78.8321,0.1,1.16,1.17,-0.455
1012,0.7667,0.7694,78.2609,0.1,1.185,1.185,-0.485
1013,0.7694,0.8,77.9783,0.1,1.21,1.21,-0.435
1014,0.8,0.8389,75.0,0.1,0.97,1.015,-0.495
1015,0.8389,0.8389,71.5232,0.1,1.195,1.215,-0.515
1016,0.8389,0.8028,71.5232,0.1,1.11,1.23,-0.495
1017,0.8028,0.7806,74.7405,0.1,1.11,1.12,-0.475
1018,0.7806,0.7806,76.8683,0.1,0.95,0.97,-0.455
1019,0.7806,0.7944,76.8683,0.1,0.96,1.005,-0.45
1020,0.7944,0.7889,75.5245,0.1,1.19,1.27,-0.41
1021,0.7889,0.825,76.0563,0.1,1.165,1.165,-0.425
1022,0.825,0.8167,72.7273,0.1,1.04,1.04,-0.48
1023,0.8167,0.8444,73.4694,0.1,0.985,0.985,-0.54
1024,0.8444,0.7944,71.0526,0.1,1.145,1.145,-0.5
1025,0.7944,0.7806,75.5245,0.1,1.02,1.04,-0.415
1026,0.7806,0.7639,76.8683,0.1,0.995,0.995,-0.48
1027,0.7639,0.8222,78.5455,0.1,0.97,1.01,-0.53
1028,0.8222,0.8278,72.973,0.1,1.09,1.2,-0.5
1029,0.8278,0.8028,72.4832,0.1,1.09,1.16,-0.545
1030,0.8028,0.8167,74.7405,0.1,0.995,0.995,-0.525
1031,0.8167,0.8083,73.4694,0.1,0.995,0.995,-0.525
1032,0.8083,0.7917,74.2268,0.1,1.105,1.105,-0.51
1033,0.7917,0.7722,75.7895,0.1,0.99,1.02,-0.54
1034,0.7722,0.775,77.6978,0.1,0.895,0.9,-0.545
1035,0.775,0.8,77.4194,0.1,0.915,0.915,-0.58
1036,0.8,0.8361,75.0,0.1,1.01,1.075,-0.52
1037,0.8361,0.8306,71.7608,0.1,0.985,1.05,-0.52
1038,0.8306,0.7917,72.2408,0.1,0.92,0.92,-0.525
1039,0.7917,0.7917,75.7895,0.1,0.97,0.97,-0.525
1040,0.7917,0.7667,75.7895,0.1,1.045,1.12,-0.445
1041,0.7667,0.7917,78.2609,0.1,1.18,1.18,-0.47
1042,0.7917,0.775,75.7895,0.1,1.005,1.05,-0.52
1043,0.775,0.8222,77.4194,0.1,0.93,0.93,-0.515
1044,0.8222,0.8222,72.973,0.1,1.05,1.055,-0.485
1045,0.8222,0.85,72.973,0.1,1.12,1.125,-0.455
1046,0.85,0.8111,70.5882,0.1,0.995,1.035,-0.515
1047,0.8111,0.7722,73.9726,0.1,0.92,0.925,-0.545
1048,0.7722,0.7778,77.6978,0.1,0.98,0.98,-0.52
1049,0.7778,0.7806,77.1429,0.1,1.08,1.13,-0.495
1050,0.7806,0.8,76.8683,0.1,1.045,1.105,-0.525
1051,0.8,0.8167,75.0,0.1,0.895,0.895,-0.55
1052,0.8167,0.8389,73.4694,0.1,0.96,1.035,-0.515
1053,0.8389,0.8139,71.5232,0.1,1.21,1.225,-0.445
1054,0.8139,0.8139,73.7201,0.1,1.055,1.115,-0.495
1055,0.8139,0.7944,73.7201,0.1,1.0,1.0,-0.56
1056,0.7944,0.7694,75.5245,0.1,0.925,0.925,-0.58
1057,0.7694,0.7583,77.9783,0.1,1.09,1.14,-0.525
1058,0.7583,0.8194,79.1209,0.1,1.11,1.11,-0.54
1059,0.8194,0.8583,73.2203,0.1,0.96,1.01,-0.545
1060,0.8583,0.8389,69.9029,0.1,0.91,0.91,-0.61
1061,0.8389,0.7722,71.5232,0.1,0.995,1.0,-0.59
1062,0.7722,0.75,77.6978,0.1,1.11,1.11,-0.565
1063,0.75,0.7889,80.0,0.1,0.995,1.04,-0.565
1064,0.7889,0.7972,76.0563,0.1,0.875,0.885,-0.575
1065,0.7972,0.7833,75.2613,0.1,0.845,0.91,-0.6
1066,0.7833,0.7889,76.5957,0.1,1.21,1.255,-0.56
1067,0.7889,0.825,76.0563,0.1,1.02,1.04,-0.575
1068,0.825,0.8417,72.7273,0.1,0.935,0.965,-0.59
1069,0.8417,0.8139,71.2871,0.1,0.855,0.94,-0.6
1070,0.8139,0.7306,73.7201,0.1,1.01,1.05,-0.56
1071,0.7306,0.75,82.1293,0.1,1.175,1.175,-0.565
1072,0.75,0.8111,80.0,0.1,1.055,1.055,-0.6
1073,0.8111,0.8222,73.9726,0.1,0.815,0.835,-0.685
1074,0.8222,0.7722,72.973,0.1,0.87,0.935,-0.645
1075,0.7722,0.7889,77.6978,0.1,1.05,1.05,-0.585
1076,0.7889,0.8,76.0563,0.1,0.96,0.975,-0.575
1077,0.8,0.7944,75.0,0.1,0.995,0.995,-0.57
1078,0.7944,0.5889,75.5245,0.1,0.765,0.84,-0.635
1079,0.5889,0.9056,101.8868,0.1,0.99,0.99,-0.685
1080,0.9056,0.8389,66.2577,0.1,0.985,1.025,-0.58
1081,0.8389,0.8444,71.5232,0.1,0.955,0.955,-0.53
1082,0.8444,0.8389,71.0526,0.1,0.935,0.935,-0.525
1083,0.8389,0.8083,71.5232,0.1,1.13,1.195,-0.45
1084,0.8083,0.7778,74.2268,0.1,1.09,1.09,-0.48
1085,0.7778,0.6417,77.1429,0.1,1.01,1.01,-0.5
1086,0.6417,0.8806,93.5065,0.1,0.975,0.975,-0.525
1087,0.8806,0.7972,68.1388,0.1,0.825,0.91,-0.605
1088,0.7972,0.7667,75.2613,0.1,0.99,1.04,-0.55
1089,0.7667,0.7972,78.2609,0.1,0.985,0.985,-0.525
1090,0.7972,0.8444,75.2613,0.1,0.905,0.905,-0.54
1091,0.8444,0.8306,71.0526,0.1,0.855,0.87,-0.6
1092,0.8306,0.7361,72.2408,0.1,0.93,0.99,-0.555
1093,0.7361,0.7556,81.5094,0.1,1.04,1.04,-0.535
1094,0.7556,0.7778,79.4118,0.1,0.905,0.93,-0.585
1095,0.7778,0.8167,77.1429,0.1,0.815,0.85,-0.58
1096,0.8167,0.8,73.4694,0.1,0.815,0.94,-0.575
1097,0.8,0.7917,75.0,0.1,1.01,1.04,-0.565
1098,0.7917,0.8028,75.7895,0.1,1.005,1.005,-0.545
1099,0.8028,0.8194,74.7405,0.1,0.96,0.99,-0.565
1100,0.8194,0.775,73.2203,0.1,0.97,0.97,-0.58
1101,0.775,0.7361,77.4194,0.1,1.12,1.12,-0.475
1102,0.7361,0.7722,81.5094,0.1,0.985,1.095,-0.495
1103,0.7722,0.6111,77.6978,0.1,0.98,0.98,-0.505
1104,0.6111,1.0222,98.1818,0.1,0.89,1.0,-0.56
1105,1.0222,0.875,58.6957,0.1,0.965,1.07,-0.515
1106,0.875,0.8333,68.5714,0.1,1.07,1.085,-0.44
1107,0.8333,0.7833,72.0,0.1,1.07,1.07,-0.46
1108,0.7833,0.7861,76.5957,0.1,0.81,0.85,-0.59
1109,0.7861,0.8083,76.3251,0.1,1.005,1.005,-0.52
1110,0.8083,0.8,74.2268,0.1,1.07,1.08,-0.49
1111,0.8,0.8139,75.0,0.1,1.03,1.03,-0.475
1112,0.8139,0.8222,73.7201,0.1,0.895,0.895,-0.55
1113,0.8222,0.8389,72.973,0.1,0.92,0.945,-0.54
1114,0.8389,0.8139,71.5232,0.1,1.085,1.095,-0.5
1115,0.8139,0.775,73.7201,0.1,1.045,1.045,-0.5
1116,0.775,0.7722,77.4194,0.1,0.925,0.925,-0.53
1117,0.7722,0.7972,77.6978,0.1,1.0,1.0,-0.525
1118,0.7972,0.7944,75.2613,0.1,1.135,1.225,-0.52
1119,0.7944,0.8167,75.5245,0.1,1.06,1.06,-0.49
1120,0.8167,0.625,73.4694,0.1,0.95,0.995,-0.52
1121,0.625,1.0,96.0,0.1,0.865,0.865,-0.625
1122,1.0,0.8139,60.0,0.1,1.035,1.035,-0.535
1123,0.8139,0.8083,73.7201,0.1,1.08,1.08,-0.535
1124,0.8083,0.7833,74.2268,0.1,1.005,1.005,-0.525
1125,0.7833,0.5889,76.5957,0.1,0.855,0.855,-0.56
1126,0.5889,1.0083,101.8868,0.1,0.985,0.985,-0.565
1127,1.0083,0.8833,59.5041,0.1,1.045,1.075,-0.545
1128,0.8833,0.8361,67.9245,0.1,0.94,1.01,-0.59
1129,0.8361,0.8,71.7608,0.1,0.865,0.865,-0.6
1130,0.8,0.8139,75.0,0.1,0.975,0.98,-0.585
1131,0.8139,0.7944,73.7201,0.1,1.175,1.175,-0.495
1132,0.7944,0.8306,75.5245,0.1,1.11,1.11,-0.515
1133,0.8306,0.8111,72.2408,0.1,0.92,0.975,-0.525
1134,0.8111,0.8472,73.9726,0.1,0.925,0.925,-0.565
1135,0.8472,0.8528,70.8197,0.1,1.145,1.145,-0.54
1136,0.8528,0.8278,70.3583,0.1,1.095,1.095,-0.57
1137,0.8278,0.7861,72.4832,0.1,1.025,1.025,-0.57
1138,0.7861,0.7833,76.3251,0.1,0.85,0.9,-0.59
1139,0.7833,0.7972,76.5957,0.1,1.05,1.07,-0.575
1140,0.7972,0.8472,75.2613,0.1,1.07,1.105,-0.545
1141,0.8472,0.8722,70.8197,0.1,1.015,1.08,-0.55
1142,0.8722,0.8222,68.7898,0.1,0.865,0.93,-0.61
1143,0.8222,0.8361,72.973,0.1,1.065,1.11,-0.525
1144,0.8361,0.8,71.7608,0.1,1.135,1.135,-0.54
1145,0.8,0.7944,75.0,0.1,1.05,1.125,-0.495
1146,0.7944,0.7778,75.5245,0.1,0.985,0.995,-0.55
1147,0.7778,0.7972,77.1429,0.1,1.0,1.0,-0.585
1148,0.7972,0.85,75.2613,0.1,0.915,1.0,-0.575
1149,0.85,0.8528,70.5882,0.1,1.09,1.16,-0.56
1150,0.8528,0.8417,70.3583,0.1,1.17,1.22,-0.55
1151,0.8417,0.8,71.2871,0.1,0.865,0.865,-0.6
1152,0.8,0.8056,75.0,0.1,0.86,0.945,-0.57
1153,0.8056,0.8056,74.4828,0.1,1.125,1.165,-0.49
1154,0.8056,0.8111,74.4828,0.1,1.125,1.125,-0.51
1155,0.8111,0.8083,73.9726,0.1,0.97,1.07,-0.54
1156,0.8083,0.8417,74.2268,0.1,0.875,0.885,-0.595
1157,0.8417,0.8361,71.2871,0.1,1.035,1.035,-0.545
1158,0.8361,0.8417,71.7608,0.1,1.02,1.09,-0.53
1159,0.8417,0.7861,71.2871,0.1,1.105,1.12,-0.555
1160,0.7861,0.7778,76.3251,0.1,0.885,0.885,-0.535
1161,0.7778,0.8139,77.1429,0.1,0.935,0.945,-0.54
1162,0.8139,0.8444,73.7201,0.1,1.05,1.12,-0.485
1163,0.8444,0.8556,71.0526,0.1,0.97,1.025,-0.505
1164,0.8556,0.8194,70.1299,0.1,0.905,0.905,-0.575
1165,0.8194,0.8472,73.2203,0.1,0.915,0.955,-0.565
1166,0.8472,0.7972,70.8197,0.1,1.11,1.11,-0.53
1167,0.7972,0.8139,75.2613,0.1,0.965,0.965,-0.535
1168,0.8139,0.7917,73.7201,0.1,1.03,1.03,-0.535
1169,0.7917,0.8056,75.7895,0.1,0.87,0.87,-0.6
1170,0.8056,0.8583,74.4828,0.1,1.005,1.015,-0.535
1171,0.8583,0.8583,69.9029,0.1,1.01,1.055,-0.535
1172,0.8583,0.8389,69.9029,0.1,0.945,0.96,-0.555
1173,0.8389,0.7778,71.5232,0.1,0.84,0.855,-0.565
1174,0.7778,0.8028,77.1429,0.1,0.995,0.995,-0.545
1175,0.8028,0.8,74.7405,0.1,1.215,1.215,-0.46
1176,0.8,0.8111,75.0,0.1,1.005,1.005,-0.515
1177,0.8111,0.8194,73.9726,0.1,0.89,0.89,-0.565
1178,0.8194,0.8333,73.2203,0.1,0.9,0.965,-0.545
1179,0.8333,0.8472,72.0,0.1,1.05,1.1,-0.51
1180,0.8472,0.8194,70.8197,0.1,0.995,1.045,-0.51
1181,0.8194,0.7778,73.2203,0.1,0.96,0.96,-0.495
1182,0.7778,0.7694,77.1429,0.1,0.9,0.9,-0.575
1183,0.7694,0.7917,77.9783,0.1,1.095,1.095,-0.495
1184,0.7917,0.8167,75.7895,0.1,1.025,1.05,-0.51
1185,0.8167,0.8333,73.4694,0.1,0.895,0.97,-0.525
1186,0.8333,0.8389,72.0,0.1,0.82,0.89,-0.58
1187,0.8389,0.8056,71.5232,0.1,1.14,1.215,-0.53
1188,0.8056,0.8083,74.4828,0.1,0.945,0.945,-0.58
1189,0.8083,0.7861,74.2268,0.1,0.795,0.9,-0.6
1190,0.7861,0.7972,76.3251,0.1,0.81,0.865,-0.655
1191,0.7972,0.8,75.2613,0.1,0.96,0.96,-0.62
1192,0.8,0.8472,75.0,0.1,0.985,1.105,-0.6
1193,0.8472,0.8389,70.8197,0.1,0.865,0.865,-0.605
1194,0.8389,0.8528,71.5232,0.1,0.82,0.82,-0.615
1195,0.8528,0.8111,70.3583,0.1,1.0,1.14,-0.57
1196,0.8111,0.775,73.9726,0.1,0.97,0.97,-0.6
1197,0.775,0.7972,77.4194,0.1,1.055,1.055,-0.61
1198,0.7972,0.8,75.2613,0.1,0.885,0.94,-0.66
1199,0.8,0.8194,75.0,0.1,0.92,0.92,-0.625
1200,0.8194,0.8444,73.2203,0.1,1.08,1.08,-0.565
1201,0.8444,0.8472,71.0526,0.1,1.02,1.02,-0.525
1202,0.8472,0.8056,70.8197,0.1,0.805,0.825,-0.655
1203,0.8056,0.8111,74.4828,0.1,0.88,0.88,-0.615
1204,0.8111,0.7806,73.9726,0.1,1.12,1.12,-0.535
1205,0.7806,0.7639,76.8683,0.1,1.005,1.015,-0.575
1206,0.7639,0.8139,78.5455,0.1,0.93,0.93,-0.605
1207,0.8139,0.8167,73.7201,0.1,0.77,0.885,-0.66
1208,0.8167,0.8222,73.4694,0.1,0.875,0.915,-0.645
1209,0.8222,0.8056,72.973,0.1,1.0,1.05,-0.605
1210,0.8056,0.7889,74.4828,0.1,0.975,0.975,-0.58
1211,0.7889,0.7694,76.0563,0.1,1.005,1.04,-0.585
1212,0.7694,0.7972,77.9783,0.1,0.87,0.885,-0.575
1213,0.7972,0.7944,75.2613,0.1,1.22,1.25,-0.435
1214,0.7944,0.7944,75.5245,0.1,1.075,1.075,-0.47
1215,0.7944,0.8528,75.5245,0.1,0.925,0.975,-0.56
1216,0.8528,0.8194,70.3583,0.1,0.79,0.845,-0.62
1217,0.8194,0.8083,73.2203,0.1,0.985,1.01,-0.585
1218,0.8083,0.8,74.2268,0.1,1.07,1.09,-0.58
1219,0.8,0.5778,75.0,0.1,0.905,0.97,-0.58
1220,0.5778,0.9528,103.8462,0.1,0.79,0.79,-0.615
1221,0.9528,0.8528,62.9738,0.1,0.8,0.875,-0.665
1222,0.8528,0.8472,70.3583,0.1,1.04,1.09,-0.545
1223,0.8472,0.8444,70.8197,0.1,0.995,1.005,-0.535
1224,0.8444,0.8444,71.0526,0.1,0.84,0.84,-0.625
1225,0.8444,0.8083,71.0526,0.1,1.01,1.035,-0.6
1226,0.8083,0.7667,74.2268,0.1,1.08,1.11,-0.55
1227,0.7667,0.7972,78.2609,0.1,1.035,1.075,-0.48
1228,0.7972,0.7806,75.2613,0.1,0.99,1.005,-0.57
1229,0.7806,0.8389,76.8683,0.1,1.03,1.055,-0.515
1230,0.8389,0.8556,71.5232,0.1,0.955,1.0,-0.585
1231,0.8556,0.8278,70.1299,0.1,1.14,1.14,-0.49
1232,0.8278,0.7833,72.4832,0.1,1.025,1.025,-0.535
