beat_index,RR_prev(s),RR_next(s),Heart_Rate(bpm),R_amp,QRS_max,QRS_min
860,0.7083,0.7361,84.7059,1.2112,1.2112,-0.2581
861,0.7361,0.7861,81.5094,1.1363,1.1363,-0.2267
862,0.7861,0.75,76.3251,1.0476,1.0535,-0.2979
863,0.75,0.7444,80.0,1.2447,1.2447,-0.2338
864,0.7444,0.7083,80.597,1.2483,1.2483,-0.2199
865,0.7083,0.7278,84.7059,1.2028,1.2028,-0.235
866,0.7278,0.7472,82.4427,1.2703,1.2703,-0.2168
867,0.7472,0.7667,80.2974,1.1423,1.1423,-0.2446
868,0.7667,0.7611,78.2609,1.3604,1.3604,-0.2193
869,0.7611,0.7972,78.8321,1.2203,1.2315,-0.2866
870,0.7972,0.8194,75.2613,1.1091,1.1091,-0.2488
871,0.8194,0.8,73.2203,1.0883,1.0883,-0.2202
872,0.8,0.7389,75.0,1.1893,1.1893,-0.2042
873,0.7389,0.7444,81.203,1.194,1.2076,-0.2468
874,0.7444,0.7583,80.597,1.0849,1.0849,-0.2723
875,0.7583,0.7639,79.1209,1.0412,1.0412,-0.2509
876,0.7639,0.7861,78.5455,1.1365,1.1542,-0.2431
877,0.7861,0.7944,76.3251,1.2047,1.2047,-0.2505
878,0.7944,0.8111,75.5245,1.0772,1.0772,-0.2373
879,0.8111,0.7778,73.9726,1.0884,1.0884,-0.2264
880,0.7778,0.7639,77.1429,1.4147,1.4147,-0.2339
881,0.7639,0.7583,78.5455,1.1125,1.1125,-0.2485
882,0.7583,0.7833,79.1209,1.0518,1.0518,-0.2136
883,0.7833,0.7917,76.5957,1.0655,1.0655,-0.2468
884,0.7917,0.7917,75.7895,1.1785,1.1785,-0.2218
885,0.7917,0.8333,75.7895,1.2606,1.2606,-0.2659
886,0.8333,0.8389,72.0,1.0851,1.0851,-0.2176
887,0.8389,0.7806,71.5232,1.0694,1.0694,-0.2288
888,0.7806,0.7472,76.8683,1.1312,1.1312,-0.2345
889,0.7472,0.7889,80.2974,1.1703,1.201,-0.2219
890,0.7889,0.8083,76.0563,1.0506,1.0506,-0.23
891,0.8083,0.8306,74.2268,1.1031,1.1031,-0.2148
892,0.8306,0.7889,72.2408,1.1363,1.1765,-0.2151
893,0.7889,0.8083,76.0563,1.1629,1.1629,-0.2459
894,0.8083,0.825,74.2268,1.1485,1.1485,-0.2403
895,0.825,0.7917,72.7273,1.1144,1.1144,-0.2523
896,0.7917,0.7472,75.7895,1.1541,1.1541,-0.2174
897,0.7472,0.7556,80.2974,1.1474,1.1474,-0.2457
898,0.7556,0.8417,79.4118,1.1426,1.1426,-0.2404
899,0.8417,0.85,71.2871,1.0926,1.0926,-0.2299
900,0.85,0.775,70.5882,1.1902,1.1902,-0.233
901,0.775,0.7861,77.4194,1.2186,1.2346,-0.2478
902,0.7861,0.7917,76.3251,1.1686,1.1686,-0.2407
903,0.7917,0.8028,75.7895,1.2507,1.2507,-0.2214
904,0.8028,0.7444,74.7405,1.1278,1.1278,-0.1995
905,0.7444,0.7694,80.597,1.2061,1.2061,-0.2128
906,0.7694,0.8,77.9783,1.1456,1.1456,-0.2298
907,0.8,0.825,75.0,1.1455,1.1551,-0.2346
908,0.825,0.7833,72.7273,1.2781,1.3071,-0.2083
909,0.7833,0.7528,76.5957,1.088,1.0979,-0.2243
910,0.7528,0.7111,79.7048,0.9936,0.9936,-0.1993
911,0.7111,0.7222,84.375,1.2117,1.2117,-0.229
912,0.7222,0.7,83.0769,1.1854,1.1854,-0.2105
913,0.7,0.7194,85.7143,1.1288,1.1288,-0.2263
914,0.7194,0.7444,83.3977,1.0537,1.0537,-0.2086
915,0.7444,0.7639,80.597,1.3356,1.3356,-0.2261
916,0.7639,0.725,78.5455,1.2292,1.2292,-0.226
917,0.725,0.75,82.7586,1.1495,1.1495,-0.2232
918,0.75,0.7361,80.0,1.0835,1.0875,-0.2108
919,0.7361,0.7167,81.5094,1.1502,1.1536,-0.2297
920,0.7167,0.6972,83.7209,1.2529,1.2529,-0.2291
921,0.6972,0.7417,86.0558,1.1296,1.1296,-0.2347
922,0.7417,0.7778,80.8989,1.2158,1.2158,-0.2306
923,0.7778,0.7917,77.1429,1.1783,1.1783,-0.214
924,0.7917,0.7583,75.7895,1.2254,1.234,-0.2254
925,0.7583,0.7722,79.1209,1.2021,1.2021,-0.2504
926,0.7722,0.7583,77.6978,1.2009,1.2009,-0.2358
927,0.7583,0.7639,79.1209,1.2254,1.2254,-0.2326
928,0.7639,0.7583,78.5455,1.2126,1.2126,-0.2396
929,0.7583,0.7583,79.1209,1.0748,1.0748,-0.2281
930,0.7583,0.8,79.1209,1.1314,1.1314,-0.2257
931,0.8,0.8083,75.0,1.1891,1.1891,-0.2423
932,0.8083,0.8056,74.2268,1.2333,1.2333,-0.2258
933,0.8056,0.7944,74.4828,1.0962,1.0962,-0.2405
934,0.7944,0.7833,75.5245,1.0659,1.0659,-0.2128
935,0.7833,0.7583,76.5957,1.1197,1.1197,-0.2425
936,0.7583,0.8056,79.1209,1.3189,1.3296,-0.2123
937,0.8056,0.8111,74.4828,1.0543,1.0543,-0.2691
938,0.8111,0.825,73.9726,1.0347,1.0347,-0.2459
939,0.825,0.8222,72.7273,1.1418,1.1776,-0.2375
940,0.8222,0.8083,72.973,1.1689,1.1689,-0.2365
941,0.8083,0.8056,74.2268,1.0811,1.0811,-0.2386
942,0.8056,0.7972,74.4828,1.0023,1.0023,-0.2342
943,0.7972,0.7889,75.2613,1.1065,1.1065,-0.2267
944,0.7889,0.7667,76.0563,1.099,1.099,-0.2916
945,0.7667,0.8444,78.2609,1.0048,1.0096,-0.2576
946,0.8444,0.8306,71.0526,1.0852,1.0852,-0.2392
947,0.8306,0.7833,72.2408,1.1386,1.1386,-0.2441
948,0.7833,0.7889,76.5957,1.1066,1.1066,-0.2378
949,0.7889,0.775,76.0563,1.0326,1.0443,-0.2785
950,0.775,0.775,77.4194,1.0763,1.0763,-0.2393
951,0.775,0.7833,77.4194,1.08,1.08,-0.2367
952,0.7833,0.7917,76.5957,1.2021,1.2021,-0.2418
953,0.7917,0.8083,75.7895,1.0234,1.0292,-0.2371
954,0.8083,0.825,74.2268,1.2477,1.2477,-0.2285
955,0.825,0.8139,72.7273,1.0119,1.0119,-0.2328
956,0.8139,0.7528,73.7201,1.0193,1.0193,-0.2697
957,0.7528,0.7583,79.7048,1.0763,1.0763,-0.2339
958,0.7583,0.7667,79.1209,1.011,1.011,-0.2444
959,0.7667,0.7944,78.2609,1.0238,1.0238,-0.2439
960,0.7944,0.8222,75.5245,1.1061,1.1061,-0.2384
961,0.8222,0.8111,72.973,1.2752,1.3095,-0.2292
962,0.8111,0.8028,73.9726,1.1151,1.1151,-0.2698
963,0.8028,0.85,74.7405,1.0431,1.0431,-0.2332
964,0.85,0.7889,70.5882,1.0942,1.0942,-0.277
965,0.7889,0.7528,76.0563,1.1193,1.1193,-0.245
966,0.7528,0.7806,79.7048,1.1206,1.1206,-0.2432
967,0.7806,0.8111,76.8683,1.0788,1.0788,-0.2479
968,0.8111,0.825,73.9726,1.0786,1.0786,-0.2445
969,0.825,0.8222,72.7273,1.1613,1.1613,-0.2542
970,0.8222,0.8111,72.973,1.1068,1.1068,-0.2532
971,0.8111,0.775,73.9726,1.0766,1.0766,-0.2583
972,0.775,0.7556,77.4194,1.1045,1.1045,-0.3024
973,0.7556,0.7444,79.4118,1.206,1.206,-0.2516
974,0.7444,0.7722,80.597,1.1662,1.1662,-0.2296
975,0.7722,0.7944,77.6978,1.0653,1.0653,-0.2823
976,0.7944,0.7806,75.5245,1.1405,1.1405,-0.2293
977,0.7806,0.8,76.8683,1.2374,1.2374,-0.2385
978,0.8,0.8278,75.0,1.2685,1.2724,-0.288
979,0.8278,0.7944,72.4832,1.1127,1.1127,-0.2467
980,0.7944,0.725,75.5245,1.3153,1.3153,-0.2199
981,0.725,0.7611,82.7586,1.2898,1.2898,-0.2413
982,0.7611,0.8,78.8321,1.3219,1.3219,-0.2347
983,0.8,0.8528,75.0,1.1633,1.1633,-0.2161
984,0.8528,0.8222,70.3583,1.1263,1.1263,-0.2361
985,0.8222,0.7889,72.973,1.4143,1.4143,-0.2299
986,0.7889,0.7889,76.0563,1.3317,1.3317,-0.2394
987,0.7889,0.5389,76.0563,1.2156,1.2156,-0.2403
988,0.5389,0.95,111.3402,1.1299,1.1299,-0.208
989,0.95,0.8083,63.1579,1.3492,1.3492,-0.186
990,0.8083,0.8389,74.2268,1.4358,1.4358,-0.2466
991,0.8389,0.8417,71.5232,1.1814,1.1814,-0.2245
992,0.8417,0.8222,71.2871,1.1447,1.1447,-0.2209
993,0.8222,0.8111,72.973,1.2855,1.2855,-0.2134
994,0.8111,0.7778,73.9726,1.316,1.316,-0.2309
995,0.7778,0.7583,77.1429,1.1861,1.1861,-0.2472
996,0.7583,0.7694,79.1209,1.1273,1.1273,-0.225
997,0.7694,0.7806,77.9783,1.2425,1.2898,-0.2367
998,0.7806,0.8,76.8683,1.357,1.357,-0.2227
999,0.8,0.8194,75.0,1.2473,1.2666,-0.2824
1000,0.8194,0.8139,73.2203,1.2189,1.2189,-0.2232
1001,0.8139,0.7861,73.7201,1.1713,1.1713,-0.2248
1002,0.7861,0.7556,76.3251,1.3057,1.3057,-0.208
1003,0.7556,0.7556,79.4118,1.3239,1.3239,-0.2295
1004,0.7556,0.7639,79.4118,1.2273,1.2273,-0.2376
1005,0.7639,0.7972,78.5455,1.2154,1.2154,-0.2459
1006,0.7972,0.8194,75.2613,1.2506,1.2506,-0.2551
1007,0.8194,0.8056,73.2203,1.3496,1.3496,-0.2253
1008,0.8056,0.8056,74.4828,1.3295,1.3295,-0.2212
1009,0.8056,0.7861,74.4828,1.2389,1.2389,-0.2191
1010,0.7861,0.7611,76.3251,1.1646,1.1646,-0.226
1011,0.7611,0.7667,78.8321,1.2925,1.2925,-0.1985
1012,0.7667,0.7694,78.2609,1.2869,1.2869,-0.2691
1013,0.7694,0.8,77.9783,1.3431,1.3431,-0.2228
1014,0.8,0.8389,75.0,1.1473,1.1473,-0.217
1015,0.8389,0.8389,71.5232,1.4747,1.4747,-0.2282
1016,0.8389,0.8028,71.5232,1.3914,1.4376,-0.2356
1017,0.8028,0.7806,74.7405,1.237,1.237,-0.2227
1018,0.7806,0.7806,76.8683,1.1046,1.1046,-0.2055
1019,0.7806,0.7944,76.8683,1.123,1.123,-0.2078
1020,0.7944,0.7889,75.5245,1.3635,1.4055,-0.2207
1021,0.7889,0.825,76.0563,1.267,1.267,-0.2311
1022,0.825,0.8167,72.7273,1.1758,1.1758,-0.2143
1023,0.8167,0.8444,73.4694,1.1851,1.1851,-0.2313
1024,0.8444,0.7944,71.0526,1.3197,1.3197,-0.2326
1025,0.7944,0.7806,75.5245,1.1584,1.1584,-0.1894
1026,0.7806,0.7639,76.8683,1.0946,1.0946,-0.216
1027,0.7639,0.8222,78.5455,1.1711,1.1711,-0.2233
1028,0.8222,0.8278,72.973,1.4103,1.4581,-0.2147
1029,0.8278,0.8028,72.4832,1.374,1.3943,-0.2491
1030,0.8028,0.8167,74.7405,1.2203,1.2203,-0.2216
1031,0.8167,0.8083,73.4694,1.2043,1.2043,-0.2135
1032,0.8083,0.7917,74.2268,1.2987,1.2987,-0.2204
1033,0.7917,0.7722,75.7895,1.1769,1.1769,-0.2287
1034,0.7722,0.775,77.6978,1.0965,1.0965,-0.2214
1035,0.775,0.8,77.4194,1.1318,1.1318,-0.2216
1036,0.8,0.8361,75.0,1.2543,1.2543,-0.2056
1037,0.8361,0.8306,71.7608,1.2226,1.238,-0.2238
1038,0.8306,0.7917,72.2408,1.1368,1.1368,-0.2233
1039,0.7917,0.7917,75.7895,1.1483,1.1483,-0.2186
1040,0.7917,0.7667,75.7895,1.2228,1.2275,-0.2065
1041,0.7667,0.7917,78.2609,1.3722,1.3722,-0.2313
1042,0.7917,0.775,75.7895,1.2343,1.2351,-0.2259
1043,0.775,0.8222,77.4194,1.1361,1.1361,-0.2097
1044,0.8222,0.8222,72.973,1.2042,1.2042,-0.2144
1045,0.8222,0.85,72.973,1.2488,1.2488,-0.2358
1046,0.85,0.8111,70.5882,1.1607,1.1607,-0.2534
1047,0.8111,0.7722,73.9726,1.1105,1.1105,-0.2286
1048,0.7722,0.7778,77.6978,1.1505,1.1505,-0.2117
1049,0.7778,0.7806,77.1429,1.252,1.252,-0.2189
1050,0.7806,0.8,76.8683,1.3253,1.3253,-0.2286
1051,0.8,0.8167,75.0,1.1055,1.1055,-0.2263
1052,0.8167,0.8389,73.4694,1.1742,1.1865,-0.2256
1053,0.8389,0.8139,71.5232,1.3381,1.3381,-0.2142
1054,0.8139,0.8139,73.7201,1.2305,1.2305,-0.2251
1055,0.8139,0.7944,73.7201,1.2412,1.2412,-0.2347
1056,0.7944,0.7694,75.5245,1.1374,1.1374,-0.2237
1057,0.7694,0.7583,77.9783,1.3327,1.3327,-0.2095
1058,0.7583,0.8194,79.1209,1.3062,1.3062,-0.229
1059,0.8194,0.8583,73.2203,1.1861,1.1903,-0.2348
1060,0.8583,0.8389,69.9029,1.1666,1.1666,-0.2469
1061,0.8389,0.7722,71.5232,1.2527,1.2527,-0.2147
1062,0.7722,0.75,77.6978,1.2917,1.2917,-0.2292
1063,0.75,0.7889,80.0,1.212,1.212,-0.2407
1064,0.7889,0.7972,76.0563,1.1315,1.1315,-0.2276
1065,0.7972,0.7833,75.2613,1.1512,1.1683,-0.2377
1066,0.7833,0.7889,76.5957,1.5454,1.5454,-0.222
1067,0.7889,0.825,76.0563,1.2595,1.2595,-0.255
1068,0.825,0.8417,72.7273,1.171,1.171,-0.2449
1069,0.8417,0.8139,71.2871,1.1753,1.1926,-0.2405
1070,0.8139,0.7306,73.7201,1.2424,1.2424,-0.2354
1071,0.7306,0.75,82.1293,1.4013,1.4013,-0.2326
1072,0.75,0.8111,80.0,1.3281,1.3281,-0.2399
1073,0.8111,0.8222,73.9726,1.1192,1.1192,-0.2853
1074,0.8222,0.7722,72.973,1.1925,1.2297,-0.2491
1075,0.7722,0.7889,77.6978,1.2958,1.2958,-0.2453
1076,0.7889,0.8,76.0563,1.1758,1.1758,-0.2365
1077,0.8,0.7944,75.0,1.2675,1.2675,-0.2267
1078,0.7944,0.5889,75.5245,1.1086,1.1254,-0.2272
1079,0.5889,0.9056,101.8868,1.2578,1.2578,-0.2771
1080,0.9056,0.8389,66.2577,1.2462,1.2462,-0.2257
1081,0.8389,0.8444,71.5232,1.1412,1.1412,-0.2391
1082,0.8444,0.8389,71.0526,1.1152,1.1152,-0.2172
1083,0.8389,0.8083,71.5232,1.3931,1.4016,-0.2043
1084,0.8083,0.7778,74.2268,1.2037,1.2037,-0.223
1085,0.7778,0.6417,77.1429,1.1542,1.1542,-0.2302
1086,0.6417,0.8806,93.5065,1.126,1.126,-0.2062
1087,0.8806,0.7972,68.1388,1.0848,1.0938,-0.2432
1088,0.7972,0.7667,75.2613,1.2214,1.2214,-0.2172
1089,0.7667,0.7972,78.2609,1.2086,1.2086,-0.2065
1090,0.7972,0.8444,75.2613,1.1263,1.1263,-0.2131
1091,0.8444,0.8306,71.0526,1.1569,1.1569,-0.2217
1092,0.8306,0.7361,72.2408,1.2614,1.279,-0.2008
1093,0.7361,0.7556,81.5094,1.2061,1.2061,-0.2235
1094,0.7556,0.7778,79.4118,1.1452,1.1452,-0.2434
1095,0.7778,0.8167,77.1429,1.0754,1.0754,-0.2152
1096,0.8167,0.8,73.4694,1.1886,1.228,-0.2227
1097,0.8,0.7917,75.0,1.2553,1.2553,-0.2342
1098,0.7917,0.8028,75.7895,1.2485,1.2485,-0.2337
1099,0.8028,0.8194,74.7405,1.2739,1.2739,-0.224
1100,0.8194,0.775,73.2203,1.19,1.19,-0.2383
1101,0.775,0.7361,77.4194,1.2351,1.2351,-0.2179
1102,0.7361,0.7722,81.5094,1.1615,1.1889,-0.2328
1103,0.7722,0.6111,77.6978,1.1321,1.1321,-0.2201
1104,0.6111,1.0222,98.1818,1.218,1.2596,-0.2327
1105,1.0222,0.875,58.6957,1.2259,1.2742,-0.2186
1106,0.875,0.8333,68.5714,1.2338,1.2338,-0.2168
1107,0.8333,0.7833,72.0,1.2527,1.2527,-0.2095
1108,0.7833,0.7861,76.5957,1.0319,1.0319,-0.2475
1109,0.7861,0.8083,76.3251,1.2209,1.2209,-0.2146
1110,0.8083,0.8,74.2268,1.2222,1.2222,-0.2262
1111,0.8,0.8139,75.0,1.1432,1.1432,-0.219
1112,0.8139,0.8222,73.7201,1.09,1.09,-0.2225
1113,0.8222,0.8389,72.973,1.1556,1.1556,-0.2061
1114,0.8389,0.8139,71.5232,1.29,1.29,-0.2256
1115,0.8139,0.775,73.7201,1.1861,1.1861,-0.2167
1116,0.775,0.7722,77.4194,1.1029,1.1029,-0.2214
1117,0.7722,0.7972,77.6978,1.1864,1.1864,-0.212
1118,0.7972,0.7944,75.2613,1.3959,1.4521,-0.2413
1119,0.7944,0.8167,75.5245,1.2001,1.2001,-0.2318
1120,0.8167,0.625,73.4694,1.168,1.168,-0.2287
1121,0.625,1.0,96.0,1.0988,1.0988,-0.2416
1122,1.0,0.8139,60.0,1.2547,1.2547,-0.1998
1123,0.8139,0.8083,73.7201,1.2367,1.2367,-0.2366
1124,0.8083,0.7833,74.2268,1.1803,1.1803,-0.2265
1125,0.7833,0.5889,76.5957,1.076,1.076,-0.22
1126,0.5889,1.0083,101.8868,1.204,1.204,-0.2169
1127,1.0083,0.8833,59.5041,1.2886,1.2951,-0.231
1128,0.8833,0.8361,67.9245,1.2079,1.2305,-0.2464
1129,0.8361,0.8,71.7608,1.126,1.126,-0.213
1130,0.8,0.8139,75.0,1.2265,1.2265,-0.2231
1131,0.8139,0.7944,73.7201,1.2953,1.2953,-0.215
1132,0.7944,0.8306,75.5245,1.2717,1.2717,-0.2305
1133,0.8306,0.8111,72.2408,1.1114,1.1196,-0.2324
1134,0.8111,0.8472,73.9726,1.1522,1.1522,-0.2346
1135,0.8472,0.8528,70.8197,1.3282,1.3282,-0.22
1136,0.8528,0.8278,70.3583,1.2858,1.2858,-0.2533
1137,0.8278,0.7861,72.4832,1.1758,1.1758,-0.2357
1138,0.7861,0.7833,76.3251,1.0952,1.0952,-0.2183
1139,0.7833,0.7972,76.5957,1.3345,1.3345,-0.2232
1140,0.7972,0.8472,75.2613,1.2525,1.2525,-0.2433
1141,0.8472,0.8722,70.8197,1.231,1.2445,-0.2555
1142,0.8722,0.8222,68.7898,1.0802,1.0906,-0.2665
1143,0.8222,0.8361,72.973,1.3745,1.3955,-0.2164
1144,0.8361,0.8,71.7608,1.3021,1.3021,-0.2483
1145,0.8,0.7944,75.0,1.24,1.2482,-0.2348
1146,0.7944,0.7778,75.5245,1.1653,1.1653,-0.2504
1147,0.7778,0.7972,77.1429,1.276,1.276,-0.2229
1148,0.7972,0.85,75.2613,1.2124,1.2306,-0.2163
1149,0.85,0.8528,70.5882,1.3805,1.3879,-0.2368
1150,0.8528,0.8417,70.3583,1.4944,1.5274,-0.241
1151,0.8417,0.8,71.2871,1.0939,1.0939,-0.2259
1152,0.8,0.8056,75.0,1.1294,1.1483,-0.2172
1153,0.8056,0.8056,74.4828,1.2808,1.2808,-0.2248
1154,0.8056,0.8111,74.4828,1.2531,1.2531,-0.2517
1155,0.8111,0.8083,73.9726,1.2891,1.3182,-0.2355
1156,0.8083,0.8417,74.2268,1.1388,1.1388,-0.2246
1157,0.8417,0.8361,71.2871,1.272,1.272,-0.2249
1158,0.8361,0.8417,71.7608,1.2431,1.2575,-0.2352
1159,0.8417,0.7861,71.2871,1.3455,1.3455,-0.2537
1160,0.7861,0.7778,76.3251,1.0513,1.0513,-0.2137
1161,0.7778,0.8139,77.1429,1.117,1.117,-0.2179
1162,0.8139,0.8444,73.7201,1.2296,1.2296,-0.2197
1163,0.8444,0.8556,71.0526,1.1653,1.1653,-0.2448
1164,0.8556,0.8194,70.1299,1.1021,1.1021,-0.2498
1165,0.8194,0.8472,73.2203,1.1585,1.1585,-0.2203
1166,0.8472,0.7972,70.8197,1.2629,1.2629,-0.2468
1167,0.7972,0.8139,75.2613,1.1548,1.1548,-0.2417
1168,0.8139,0.7917,73.7201,1.2811,1.2811,-0.2392
1169,0.7917,0.8056,75.7895,1.0794,1.0794,-0.2645
1170,0.8056,0.8583,74.4828,1.2471,1.2471,-0.2198
1171,0.8583,0.8583,69.9029,1.2245,1.2245,-0.235
1172,0.8583,0.8389,69.9029,1.1542,1.1542,-0.2351
1173,0.8389,0.7778,71.5232,1.0913,1.0913,-0.2133
1174,0.7778,0.8028,77.1429,1.2066,1.2066,-0.2078
1175,0.8028,0.8,74.7405,1.3817,1.3817,-0.2092
1176,0.8,0.8111,75.0,1.1596,1.1596,-0.2356
1177,0.8111,0.8194,73.9726,1.0691,1.0691,-0.2284
1178,0.8194,0.8333,73.2203,1.144,1.144,-0.2199
1179,0.8333,0.8472,72.0,1.2376,1.2376,-0.2255
1180,0.8472,0.8194,70.8197,1.1682,1.1696,-0.2326
1181,0.8194,0.7778,73.2203,1.0995,1.0995,-0.2142
1182,0.7778,0.7694,77.1429,1.0684,1.0684,-0.2243
1183,0.7694,0.7917,77.9783,1.2251,1.2251,-0.2073
1184,0.7917,0.8167,75.7895,1.18,1.18,-0.2511
1185,0.8167,0.8333,73.4694,1.1762,1.1911,-0.2249
1186,0.8333,0.8389,72.0,1.1104,1.1198,-0.2308
1187,0.8389,0.8056,71.5232,1.4585,1.4666,-0.2201
1188,0.8056,0.8083,74.4828,1.1571,1.1571,-0.2361
1189,0.8083,0.7861,74.2268,1.1864,1.2093,-0.2177
1190,0.7861,0.7972,76.3251,1.1841,1.1933,-0.2279
1191,0.7972,0.8,75.2613,1.2123,1.2123,-0.2214
1192,0.8,0.8472,75.0,1.3677,1.3999,-0.2418
1193,0.8472,0.8389,70.8197,1.1115,1.1115,-0.2244
1194,0.8389,0.8528,71.5232,1.1145,1.1145,-0.216
1195,0.8528,0.8111,70.3583,1.3992,1.4477,-0.2114
1196,0.8111,0.775,73.9726,1.1981,1.1981,-0.2473
1197,0.775,0.7972,77.4194,1.3601,1.3601,-0.2403
1198,0.7972,0.8,75.2613,1.299,1.299,-0.2195
1199,0.8,0.8194,75.0,1.2354,1.2354,-0.2088
1200,0.8194,0.8444,73.2203,1.2672,1.2672,-0.2288
1201,0.8444,0.8472,71.0526,1.2282,1.2282,-0.2305
1202,0.8472,0.8056,70.8197,1.0813,1.0813,-0.2909
1203,0.8056,0.8111,74.4828,1.1337,1.1337,-0.2244
1204,0.8111,0.7806,73.9726,1.3219,1.3219,-0.2143
1205,0.7806,0.7639,76.8683,1.1865,1.1865,-0.2444
1206,0.7639,0.8139,78.5455,1.1341,1.1341,-0.2456
1207,0.8139,0.8167,73.7201,1.1682,1.2136,-0.2464
1208,0.8167,0.8222,73.4694,1.2162,1.2162,-0.2432
1209,0.8222,0.8056,72.973,1.2693,1.2693,-0.238
1210,0.8056,0.7889,74.4828,1.2042,1.2042,-0.2424
1211,0.7889,0.7694,76.0563,1.3312,1.3312,-0.2327
1212,0.7694,0.7972,77.9783,1.0927,1.0927,-0.2264
1213,0.7972,0.7944,75.2613,1.3903,1.3903,-0.2041
1214,0.7944,0.7944,75.5245,1.1808,1.1808,-0.2477
1215,0.7944,0.8528,75.5245,1.1471,1.1471,-0.2502
1216,0.8528,0.8194,70.3583,1.1019,1.1193,-0.2257
1217,0.8194,0.8083,73.2203,1.3274,1.3274,-0.2115
1218,0.8083,0.8,74.2268,1.3186,1.3186,-0.2289
1219,0.8,0.5778,75.0,1.1641,1.1641,-0.2326
1220,0.5778,0.9528,103.8462,1.0287,1.0287,-0.2337
1221,0.9528,0.8528,62.9738,1.135,1.1382,-0.2611
1222,0.8528,0.8472,70.3583,1.2764,1.2764,-0.2195
1223,0.8472,0.8444,70.8197,1.216,1.216,-0.2235
1224,0.8444,0.8444,71.0526,1.1019,1.1019,-0.2519
1225,0.8444,0.8083,71.0526,1.3284,1.3284,-0.2287
1226,0.8083,0.7667,74.2268,1.2959,1.2959,-0.2546
1227,0.7667,0.7972,78.2609,1.1807,1.1807,-0.2493
1228,0.7972,0.7806,75.2613,1.1139,1.1139,-0.3228
1229,0.7806,0.8389,76.8683,1.2857,1.2857,-0.2131
1230,0.8389,0.8556,71.5232,1.1906,1.1906,-0.2594
1231,0.8556,0.8278,70.1299,1.291,1.291,-0.2268
1232,0.8278,0.7833,72.4832,1.1515,1.1515,-0.2482
1233,0.7833,0.8,76.5957,1.1007,1.1007,-0.2311
1234,0.8,0.7917,75.0,1.1612,1.1612,-0.2469
1235,0.7917,0.6,75.7895,1.3141,1.3141,-0.225
1236,0.6,0.9444,100.0,1.2433,1.2433,-0.2599
1237,0.9444,0.8167,63.5294,1.2021,1.2021,-0.2218
1238,0.8167,0.8361,73.4694,1.1232,1.1232,-0.2675
1239,0.8361,0.8194,71.7608,1.3001,1.3001,-0.2388
1240,0.8194,0.7639,73.2203,1.1927,1.1927,-0.2413
1241,0.7639,0.7528,78.5455,1.0823,1.0823,-0.2266
1242,0.7528,0.8056,79.7048,1.1084,1.1084,-0.2211
1243,0.8056,0.7917,74.4828,1.2609,1.3316,-0.2382
1244,0.7917,0.8222,75.7895,1.2469,1.2469,-0.2376
1245,0.8222,0.8278,72.973,1.1897,1.2014,-0.2682
1246,0.8278,0.8083,72.4832,1.1332,1.1332,-0.2091
1247,0.8083,0.8278,74.2268,1.2113,1.2113,-0.2036
1248,0.8278,0.7972,72.4832,1.3088,1.3088,-0.2487
1249,0.7972,0.7694,75.2613,1.1931,1.1931,-0.2473
1250,0.7694,0.775,77.9783,1.1081,1.1081,-0.2445
1251,0.775,0.8528,77.4194,1.1858,1.1858,-0.2408
1252,0.8528,0.8278,70.3583,1.3328,1.3328,-0.225
1253,0.8278,0.8194,72.4832,1.2727,1.2727,-0.2349
1254,0.8194,0.7972,73.2203,1.1627,1.1627,-0.2281
1255,0.7972,0.7833,75.2613,1.1815,1.1923,-0.2275
1256,0.7833,0.7861,76.5957,1.3072,1.3614,-0.2255
1257,0.7861,0.8056,76.3251,1.376,1.376,-0.2496
1258,0.8056,0.7944,74.4828,1.2097,1.2097,-0.2448
1259,0.7944,0.8222,75.5245,1.1894,1.1894,-0.2459
1260,0.8222,0.85,72.973,1.2621,1.3036,-0.2678
1261,0.85,0.8278,70.5882,1.3602,1.3895,-0.2222
1262,0.8278,0.775,72.4832,1.435,1.435,-0.2166
1263,0.775,0.7472,77.4194,1.1424,1.1424,-0.2699
1264,0.7472,0.7472,80.2974,1.0943,1.0943,-0.2344
1265,0.7472,0.775,80.2974,1.0534,1.0534,-0.243
1266,0.775,0.8028,77.4194,1.1528,1.1528,-0.2409
1267,0.8028,0.8111,74.7405,1.1881,1.1881,-0.241
1268,0.8111,0.8,73.9726,1.2522,1.2522,-0.2344
1269,0.8,0.8111,75.0,1.2394,1.2432,-0.2278
1270,0.8111,0.7833,73.9726,1.2191,1.2778,-0.2522
1271,0.7833,0.7472,76.5957,1.5211,1.536,-0.2405
1272,0.7472,0.7444,80.2974,1.2713,1.2713,-0.2638
1273,0.7444,0.8028,80.597,1.1795,1.1795,-0.2336
1274,0.8028,0.7806,74.7405,1.2511,1.2511,-0.2362
1275,0.7806,0.8167,76.8683,1.3764,1.3764,-0.2375
1276,0.8167,0.8111,73.4694,1.312,1.3153,-0.2412
1277,0.8111,0.8,73.9726,1.1835,1.1835,-0.2392
1278,0.8,0.7556,75.0,1.2311,1.2311,-0.2555
1279,0.7556,0.7778,79.4118,1.2624,1.2624,-0.248
1280,0.7778,0.8,77.1429,1.185,1.185,-0.2428
1281,0.8,0.7889,75.0,1.1252,1.1252,-0.2398
